v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,target
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,0.7855856648195026,0.3524201845984013,0.5579775348550604,0.4625292399066149,0.9985910602864654,0.03587057223107426,0.7591278282794448,0.6696583641189328,0.5009495580543469,0.07441353574772502,0.08926966366972,0.6644562121656801,0.600505296469684,0.7043912636359525,True
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,0.5274739995817357,0.695944375078868,0.566670317061151,0.03779329892526517,0.387500986742098,0.19123773167043912,0.08516464788039446,0.6418734826446506,0.6728527893383124,0.8291204630451711,0.02087078279079857,0.6931056915008257,0.8734392537315245,0.038848501046940265,False
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,0.48883056326608176,0.9102037850859123,0.5347043369721186,0.8706640325732656,0.8737227977988097,0.9747232412493864,0.7469325526441761,0.1874440701039326,0.34559232444956967,0.7083379972322965,0.9520755708536419,0.6377989632079977,0.26923226457868,0.29798923417534284,True
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.730055772705676,0.7921264897285125,0.2784374041208352,0.9883525673187415,0.35354070805202986,0.19094218230727156,0.5438572360163885,0.8213007642317851,0.32673532344709577,0.24145625128148085,0.8852782623676353,0.2806420037041748,0.08831639826152393,0.1373425231084453,False
cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,0.056455972021799194,0.21542004309113283,0.7642097777038546,0.7000273238237408,0.9500011019539069,0.9675525338425788,0.5584808835395624,0.3366580317450324,0.9519087436080538,0.801129058389444,0.27911398007547106,0.3946600208695602,0.2495057512342017,0.9488013845082169,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,0.13948892546014946,0.2710291691446307,0.2854838032270096,0.9788911968089927,0.4299767997810906,0.643047638248054,0.694807611020676,0.5007545170470359,0.21361241566019173,0.8783387737732827,0.9632436616162796,0.7340281821287407,0.7946861558693284,0.3110241006325636,False
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,0.6096520229122809,0.1595652956425213,0.02258962785038021,0.36622202334292875,0.35251411109435216,0.02505854183420897,0.8623125664741998,0.3671345407737243,0.2263980922410891,0.789548492268281,0.034976628283620026,0.6507437755265812,0.9483431704150325,0.6643849335786695,False
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,0.23601688050773129,0.5203923929285315,0.40624769033565655,0.9970979672233535,0.22594275807765096,0.29193760615911846,0.6041820272713484,0.875795977859891,0.26810341584144515,0.6836888875157184,0.6101239932687846,0.5210490855087478,0.657316832640383,0.46727295674589964,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.4487607120280429,0.020871024550801254,0.8389070518887413,0.3275112952499295,0.043847594123196165,0.6854050652850231,0.34455757134402,0.18517722198260977,0.13333405880879823,0.3056380389525004,0.9415169540848501,0.4749710017428437,0.9208795034770281,0.7265842260567856,False
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.7696523505599765,0.7727696838294029,0.7481144892056878,0.8114535195924116,0.5448219751559187,0.6886374096850351,0.5983219745830194,0.5736871770797392,0.1869303732505757,0.6643914491568957,0.2981488302762829,0.15209661579776879,0.6484428127408407,0.3869878485830499,False
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.08674160321967561,0.7490147030670744,0.917766305348129,0.8730417030822325,0.4424950011336021,0.23852383246617592,0.25433374330237024,0.2405185817576696,0.5610865186294253,0.8431631130650754,0.3154051797710632,0.69286782644338,0.5729880763139876,0.6292209817492468,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,0.7496646257012554,0.7202805845358635,0.8155923218329733,0.7005639865435488,0.49570411881371645,0.5474410947610342,0.6844296066935011,0.723765271720477,0.013101995914634013,0.5078953849512878,0.878708181060199,0.3128766125824932,0.25268345598051345,0.9307093562456955,True
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.13129822420184545,0.6491802681062712,0.880911158775713,0.05339452892542629,0.30928418622867304,0.058390968985917224,0.9767449018057786,0.895081229931987,0.4963783682537527,0.9703505714501175,0.8284215935247377,0.18562479662524467,0.9374637725178864,0.5853760956355162,True
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.9722240237958719,0.48972243038387564,0.39179550953864184,0.3219796788433804,0.9043976657492937,0.3439042382005233,0.8314320597841452,0.22229133527810596,0.641469751916377,0.8962161788933671,0.9888393828319978,0.6800141088671553,0.20607291511835069,0.4290593165052844,True
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,0.490057775749838,0.8964125584525435,0.3071301784612347,0.7848821971438007,0.5207203631580564,0.825480275985547,0.6772347709932621,0.8925300040148725,0.8236687452324017,0.9009728125698648,0.3577223087029401,0.9123713939730208,0.7026811778004203,0.9712116689927107,True
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,0.801001634703512,0.5840803320402437,0.34481437225216816,0.54447153531717,0.2561561746432619,0.11734350173035979,0.6260061955280671,0.5288098889375374,0.25876852474638257,0.19269913413695672,0.9179199079601822,0.7061753485914704,0.17865841388312598,0.6228256418278636,True
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,0.24084592024557483,0.8211218409602343,0.8391680987442982,0.3804322283267516,0.2993993814361914,0.06876491552516972,0.35080508874962224,0.6421736911922102,0.5058050775386268,0.3795248257580963,0.1520508751498888,0.1090537281068934,0.589568640819716,0.2078305085578217,False
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,0.360591516595152,0.4262027794703305,0.7890400021602116,0.2115578458277434,0.9424027641079936,0.42307469363940564,0.3506933105559328,0.3153613753903427,0.3319749031727933,0.24553651076646965,0.13253335292987745,0.7206742148483536,0.8225056614681249,0.05526646532531554,False
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,0.8170071713866762,0.09689717449255442,0.021044987014260164,0.07146606570960012,0.1973659253998542,0.6800628002716437,0.3163327074201181,0.8758343238460932,0.17299481024832175,0.6372673499769841,0.8750454363011646,0.14598068188198188,0.8844636136828021,0.17974786029795287,False
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,0.27168195507171156,0.41695035180239315,0.2146510642830124,0.37296865330410656,0.022675755198266367,0.946861935960472,0.7566848776352363,0.8378257258148232,0.7024581944353044,0.08867327291377836,0.46019635196894826,0.8368548057903562,0.22843089573368247,0.5397408066370172,True
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,0.155788382570214,0.6767529433961763,0.7927157159773939,0.9410962569894012,0.4337327958125141,0.0789903908582743,0.2830466421355463,0.047854504402266906,0.9029848836261417,0.5717172615683488,0.5327168096721011,0.4426336515329422,0.6555429605632936,0.5748146410906276,True
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,0.040467159247968176,0.005478135291897113,0.8197815036401228,0.0015445617091697228,0.3881899507878134,0.34082736928377566,0.619169307095991,0.38380035509158916,0.40434659673984263,0.4606757927842261,0.2677528243739541,0.23687665856843754,0.5720767633291024,0.4661703642337067,False
cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,0.0885060083253758,0.3654161765516165,0.27616703803635656,0.6550630670481523,0.9010846548733765,0.993660452088161,0.42964436803440786,0.21465510869049076,0.3261161901750863,0.8498856530812168,0.32045821486814574,0.3216563641748663,0.2844138726828167,0.6620466008955538,False
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,0.4844415297126443,0.107755988374027,0.033135899462490404,0.29127429067853305,0.23501259009218756,0.14896194662004625,0.9875555394895155,0.788316016573478,0.24588073027802804,0.4622250322136541,0.400987266799789,0.10712540116144453,0.4723521576030061,0.274828007460031,False
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.26661219272017256,0.8060079779966446,0.9925705715841712,0.5550519817481652,0.31317411185245625,0.4308712690478599,0.14675113295470488,0.19772669334678816,0.21114100062616104,0.31430321757397184,0.49793781794281533,0.5566320691364519,0.8937443985380299,0.8622189596707497,True
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.5310245967888859,0.06412416883063665,0.46691295661197685,0.16066957022635409,0.8617627370155602,0.5602716466722093,0.12212239817549242,0.15839196697471303,0.33344927746044184,0.6016926388507663,0.7340558990345912,0.7901525244231804,0.5617733520464505,0.8246194314331551,True
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.6286021896193422,0.5974945916469941,0.13793491476795883,0.4574761638754232,0.10319439187886659,0.9454493088652609,0.7883860542356657,0.911540410397122,0.7211603274418106,0.9988171974201561,0.9898192548817389,0.01600431357522658,0.5435894653400224,0.09710367569651668,False
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.3824159670530014,0.947924782874847,0.39674579735476223,0.11849268772681087,0.9380801067076651,0.4745627987564709,0.891190669011831,0.4720057966925567,0.7824655890340302,0.9921096983585045,0.19878604863048344,0.9189273135509588,0.8617065535352267,0.47092607853298285,True
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,0.6449061901040744,0.06625834647085471,0.6585191233251836,0.5186234873059117,0.4214268396087444,0.8992381962052822,0.23130277484703765,0.060245251389079546,0.4729526228380717,0.7777765631350341,0.9754175969513348,0.49085413442380377,0.47680396855704166,0.39864079211343273,False
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,0.7587076965434271,0.3039505778910667,0.3940560022106435,0.19723239068415965,0.450770840120718,0.4691291470250063,0.4501642759801562,0.3365921282415665,0.7945137006212108,0.44637862575635934,0.28586778987956707,0.6510173626917001,0.5848813574654732,0.6185563531757489,True
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.14066733740575443,0.16187322649166336,0.2692326160554608,0.1627699429554197,0.47396062198214406,0.44837490966101035,0.9580074864729757,0.9129731650066836,0.635594118513791,0.6250254812828556,0.3556170913329262,0.9377395089484668,0.3509104836679623,0.5852925774722586,True
cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,0.7715461145600804,0.05181202574048149,0.666300188376041,0.43287088583870903,0.15672049720469594,0.34795458673385304,0.5072054878906549,0.1850915710143849,0.7717134754553805,0.19541062157515643,0.10271119222993386,0.38986443198995435,0.009735035014723392,0.8106486290364682,False
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.4481637016759773,0.63526701236006,0.5356450586545197,0.3345836330935831,0.7290936216465801,0.08441899010053378,0.1499216909654797,0.420609003341462,0.22303836668306054,0.6489289809512887,0.806649619863592,0.669153565761406,0.4003331398780051,0.09685879572749834,False
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,0.5057851204633119,0.21639331400175743,0.4915293724212362,0.08038605722023806,0.8399251455445164,0.36789234366533685,0.4455941424924893,0.6238669368233501,0.8042887511454979,0.2618008869820062,0.47293935666728404,0.7287301688543508,0.16280678775658275,0.02768264770559259,False
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,0.8817059649633099,0.36986659625040164,0.10303861880989817,0.6920244958429458,0.2820932788905831,0.2581936835638913,0.6907956773874171,0.7416426588970525,0.38500729303877335,0.6982549198576722,0.5835942168116729,0.2825838731585564,0.6608035327135923,0.48476432434231465,True
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,0.09572613651207706,0.7656818639701379,0.182069935736197,0.5017380716925315,0.32209020354744455,0.08794923684288969,0.43626234924367446,0.43540149141863727,0.03845231248209713,0.804042741541658,0.6979895566054345,0.05473065668832322,0.2171546005987266,0.825524101386421,False
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,0.26183091092126176,0.4965764064006183,0.039798601208439366,0.8471901314579138,0.17496615137376725,0.16371826842014214,0.5459069247297755,0.3058967346854844,0.7732286265387561,0.6799638180102812,0.804263544169216,0.08046558703987072,0.49271736961256396,0.8563531151704886,True
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,0.7578642270521544,0.40493134987774804,0.8741462018410121,0.15865861977528573,0.1080023915504541,0.6107975004088411,0.08792956909378169,0.18735773623170826,0.3074171575772917,0.8947804173244793,0.0026007053648523515,0.24742970371838646,0.603306151300028,0.2498627194098777,False
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,0.16033393718386524,0.9031308142001856,0.7081726241455947,0.008572199662988056,0.04267786631166803,0.7491994819225172,0.16597276796448424,0.989006895583094,0.9824241377764944,0.3040244732270342,0.382601429629327,0.1355353617695586,0.6319766098053812,0.6662438156145785,False
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,0.2566717323807466,0.22248341214747946,0.05587750406894898,0.6347457810730687,0.16882865750097897,0.09679768798867572,0.42363463545767766,0.35051541071052206,0.46693130009543926,0.9673489303793261,0.8420071544420575,0.7934310365476298,0.2283929725161249,0.6322743661633167,True
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,0.22958275199237776,0.6444438766626039,0.20152638824297253,0.09043038889355026,0.64177886096922,0.5991418261949157,0.11499318069031728,0.5076303244360151,0.31179919693964264,0.12880720718835637,0.13741922608832102,0.5440282964529813,0.491007161125934,0.30256511512251827,False
cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,0.1259962023665664,0.9627652068470419,0.06198651245771458,0.42136349128039785,0.5778523148734818,0.8856048393248136,0.48721693742766103,0.06470815442064459,0.8024538953869618,0.5817521145396234,0.0018545690744750098,0.17211037343945945,0.08061745480914073,0.4419641371368619,False
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.8044621150709967,0.18806234805446942,0.6855948113997747,0.7343479174796116,0.9504511866958528,0.7856599001093818,0.6857362177547635,0.3233958516538211,0.9387527957492494,0.5615886778138185,0.46158671326860523,0.8161634169693819,0.7189567187900348,0.5500466897162951,True
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,0.30424395662923365,0.09526815043136727,0.8143509784779516,0.8419068550122664,0.8031256520357554,0.12645009798365392,0.40650334512897224,0.2331087766622294,0.46293315780683,0.627530173598283,0.38227212811654054,0.9932720270086998,0.46602198153702956,0.5644840932059897,True
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,0.5620407079455637,0.4888737252510288,0.7858558873063333,0.16366879987773553,0.6300777223894196,0.570811364351675,0.09574268367906813,0.8060431075269878,0.08353372071458098,0.8562189389278481,0.5959643403347965,0.8910551985179339,0.6321888549095773,0.9006787143838553,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,0.7769156651581481,0.6898105417488689,0.18573029705572264,0.21566340963554986,0.7237899758987651,0.6807661372544468,0.8811692119743139,0.43602061853524554,0.1112639766034188,0.40720639619486787,0.8726000197121426,0.09104383266040939,0.5551269601053576,0.09492230677261448,False
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,0.2932502317823876,0.4700154553019752,0.5287003620776451,0.02119801317367509,0.9173435673186406,0.3850722483169987,0.05927926394341798,0.14275628480661218,0.6413118184453099,0.22281317426067815,0.009759299702592705,0.7940919734984697,0.788184145571077,0.026757334855033954,False
cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_1,0.7090172455521918,0.7390039721363305,0.7695290571017941,0.7698375882661761,0.377853695371028,0.7316145979951139,0.4711770602095853,0.40850760883122517,0.11195211672891148,0.6592244564849523,0.5866270181331557,0.6578092694311941,0.6848345644514775,0.3309107573625081,True
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.5103987737427126,0.7772049217338024,0.7879564540095507,0.7452778203400435,0.9697611427221071,0.3608374160584604,0.3894345293538901,0.09848009447043093,0.2601456960105697,0.9499814191584135,0.8769837381543444,0.4238599517333713,0.2590006423961725,0.8901774453222949,True
cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,0.14419786597883788,0.37273545065614866,0.033348692811577596,0.5710625156213012,0.3298708718594391,0.6703669045726774,0.8783142291135526,0.8382213621345245,0.8750854653379215,0.31707186924014363,0.98362362365941,0.0980467186860744,0.2723266355474736,0.05158627005648175,False
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,0.40593165220426997,0.1005016667418328,0.12531451319066267,0.16251429895841418,0.6506982457097492,0.3958408049327097,0.6315016951812326,0.9044502010376095,0.9818872001971694,0.7983072820186639,0.8924415270300036,0.46047017299008197,0.897900905278662,0.32620261834715114,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,0.11549538284730743,0.35248654960859094,0.2338169277134199,0.42383917995112674,0.8631251739165617,0.13093457859911672,0.5856806807385185,0.6762995174328652,0.8761182778395395,0.5156331256484706,0.958678123974151,0.9093895830054058,0.4738424777245561,0.09423282188022297,True
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,0.2307080343944269,0.6369738573510142,0.39556334663908854,0.22523269993633876,0.48756560176546326,0.22898029844387024,0.8771061837297982,0.30004050104186375,0.2387789392051819,0.1126047194591453,0.22337918962525694,0.9927943383657125,0.312312829946088,0.9440329610526975,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,0.20984331107366827,0.8853828471454738,0.06045431149510894,0.9834731285781113,0.05783985934218894,0.72144757064457,0.09253836246750846,0.33648895634364295,0.4002671499558206,0.6563417961317205,0.5606548143259238,0.10562710038646284,0.21423692178367404,0.05591967893818295,False
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.8348055928160776,0.1734753784716926,0.4191563782231986,0.8191486314843918,0.9505755628535932,0.04178521319667183,0.8456097990189393,0.7121693696513963,0.5114907458463638,0.740915799778088,0.008881943730004616,0.18827952229496048,0.08677464375024391,0.30741916117967427,False
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_2,0.889605659436477,0.8365639657186598,0.21569258906333832,0.6032562566832164,0.8930805945347134,0.09365128555433799,0.1891743335754298,0.31182840995364136,0.05575714663362674,0.5864544148717065,0.6015371394950874,0.8085650578609456,0.5299008239798009,0.9721935985203602,True
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.00849059694166343,0.1260645420122879,0.238285977963396,0.38298768908534264,0.6728330873633165,0.8750458215260732,0.2629705705989719,0.8721933497259549,0.21208419389951616,0.5343823142148709,0.5903872697466531,0.738341919469692,0.2005114405594549,0.04877079572657872,False
cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,0.6844761074865898,0.26227871941969516,0.6423080625917157,0.9406216138695194,0.8445765970178568,0.372789582574897,0.9195116529987032,0.030028588909741027,0.3884846921544677,0.3769797839295327,0.054210419582649716,0.5284370180119503,0.8529706435004748,0.808160091976024,False
cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_2,0.5329903115900148,0.9492848574207599,0.13268286129267137,0.5415385127107931,0.12739727251585609,0.06671079815706282,0.5705521961810059,0.7000099302938401,0.7401756879652825,0.4983490071399487,0.42555545634743075,0.4078547100085007,0.3000003587100085,0.5837967750787262,False
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.34825535858395784,0.7770928797056005,0.31199437318786316,0.9492883559978412,0.35959129458952366,0.1989507065407432,0.6199761110295691,0.6236741854906747,0.05123225657555197,0.922026519808918,0.4619520807895776,0.21492336108523058,0.31560943324126844,0.4099252340282987,False
cat_inst_2,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.6887838310742884,0.567495920628159,0.683318130896335,0.4349675017010901,0.5918937872074957,0.6828438313163542,0.19518871777389568,0.1647572231219807,0.7372812731006233,0.3834097128676539,0.9741473975567869,0.4614078138226517,0.9694822029459296,0.468611931602951,True
cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,cat_inst_1,0.9033097325124679,0.31120928555096694,0.3909734819115218,0.44553334556236146,0.3349426619383403,0.6758389228094173,0.08405406918126368,0.9083724129024893,0.08145535595954867,0.9088628880463387,0.32502892537295414,0.7996416534833106,0.09130281609268176,0.8926276215583542,False
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_2,cat_inst_1,0.749241005581262,0.8019067620519208,0.8207387110790533,0.22181667117768178,0.87646675216413,0.6340250920849159,0.24109043423329324,0.6678023299805178,0.790960653247228,0.6582782857126128,0.5276364198188299,0.948604802892119,0.18572350721698794,0.42448073449098966,True
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_2,cat_inst_2,0.9985550621177621,0.12412429222504429,0.12185856038727216,0.23974713054042662,0.14439373259746924,0.9832626867780155,0.27837616889676353,0.6858119349857599,0.4367075788830862,0.3456939985345312,0.865309259275172,0.2139991408639491,0.537209973888385,0.16674147114860216,False
cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_2,0.9856066107184142,0.1684457172462912,0.3087370021073632,0.5991238226397255,0.08689823664883278,0.7882948104364208,0.8571078144801929,0.3137395688553418,0.30959528388324475,0.40705189973642,0.06729563492330692,0.8359587748148605,0.6793488929122568,0.6847962288704896,True
cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,cat_inst_1,0.8025229361889574,0.6340143084231284,0.06120374149302743,0.9842431435401086,0.5924299004887624,0.2172333173022859,0.7057199867149602,0.2036077514546808,0.5519556728417675,0.19609469194234708,0.8954970917081787,0.6743341367205746,0.7858965354440977,0.1199060614345514,True
cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,cat_inst_2,cat_inst_1,0.23515374642369336,0.7068560012401245,0.9737252891534746,0.4719631493794293,0.9279182472290902,0.39279922592628624,0.2659802417802112,0.11409530894934361,0.5159758527197528,0.1608039324190872,0.2458595962231761,0.22209857426775204,0.10569269155092631,0.8017697973856263,False
